m_75_79_yrs, uw_care_oth_chld_wo_pay_pc, obp_america_pc, fam_type_cpl_non_dep_chld, m_5_9_yrs, bd_stnd_dth_rate, psq_postgrad_deg_pc, m_tot, uw_care_own_oth_chld_wo_pay_pc, f_50_54_yrs, mtw_tot_empl, f_75_79_yrs, mtw_1_meth_tot, p_15_19_yrs, f_55_59_yrs, p_med_age, year, psq_grad_dip_cert_pc, disable_p_liv_priv_dwell_pc, att_preschl_15_hrs_less, psq_adv_dip_dip_pc, f_45_49_yrs, f_35_39_yrs, internet_access_dial_up_pc, p_20_24_yrs, p_85_yrs_plus_pc, p_15_24_yrs_pc, disable_p_liv_priv_dwell, m_med_age, p_45_49_yrs, m_65_69_yrs, obp_se_asia_pc, obp_sth_east_europe_pc, m_15_19_yrs, f_40_44_yrs, m_0_4_yrs, rime_departures, oep_sal_wrk_pc, f_25_29_yrs, internet_access_tot_connected_pc, enrl_preschl_prog_tot, p_35_39_yrs, m_30_34_yrs, obp_sth_cntrl_asia_pc, hhold_type_fam, p_25_29_yrs, prop_indig_ppl_pc, rime_net_migrtn, p_80_84_yrs, fam_type_opf_non_dep_chld, fam_avg_size, p_55_59_yrs, uw_prov_care_hpl_assist_oth_pc, p_tot, m_60_64_yrs, p_5_9_yrs, psq_bach_deg_pc, m_55_59_yrs, p_25_34_yrs_pc, mtw_oth_wrk_meth_ns, p_85_yrs_and_over, m_10_14_yrs, mtw_1_meth_bicycle, oep_inad_desc_ns_pc, enrl_preschl_prog_preschl_daycare, mtw_more_1_meth_tot, m_80_84_yrs, m_25_29_yrs, mtw_oth_emp_not_go_to_wrk, fam_type_oth_fam, bd_tot_fert_rate, p_30_34_yrs, mtw_1_meth_oth, uw_volunt_wrk_org_grp_pc, fam_type_tot, fam_type_cpl_chld_u15_dep_stu, enrl_preschl_prog_5_yrs, p_45_54_yrs_pc, mtw_1_meth_bus, f_70_74_yrs, hhold_type_group, m_50_54_yrs, p_0_4_yrs, hhold_type_tot, oep_mach_oper_driv_pc, f_20_24_yrs, pop_density, p_75_79_yrs, p_10_14_yrs, att_preschl_15_hrs_more, obp_nw_europe_pc, obp_tot_pc, fam_type_cpl_wo_chld, f_10_14_yrs, obp_ne_asia_pc, p_50_54_yrs, oep_lab_pc, bd_births, oep_cler_admin_wrk_pc, f_30_34_yrs, oep_manager_pc, m_45_49_yrs, obp_sub_saharan_africa_pc, p_70_74_yrs, sa3_name_2011, f_60_64_yrs, internet_access_other_pc, uw_care_own_chld_wo_pay_pc, p_40_44_yrs, m_85_yrs_and_over, psq_pop_15_yrs_plus_pc, p_55_64_yrs_pc, m_70_74_yrs, bd_deaths, enrl_preschl_prog_preschl, p_tot_wrk_age_pop_pc, fam_type_opf_chld_u15_dep_stu, mtw_1_meth_car, psq_inad_desc_ns_pc, p_75_84_yrs_pc, oep_prof_pc, mtw_1_meth_walk_ono, psq_cert_pc, m_35_39_yrs, spk_lang_oth_eng_pc, p_35_44_yrs_pc, oep_comm_pers_serv_wrk_pc, rime_arrivals, enrl_preschl_prog_1_more_type, m_40_44_yrs, p_65_74_yrs_pc, p_0_14_yrs_pc, f_85_yrs_and_over, obp_nrth_afric_mid_east_pc, hhold_avg_size, f_80_84_yrs, obp_oceania_antar_pc, m_20_24_yrs, mtw_1_meth_motorbike_or_scooter, f_5_9_yrs, mtw_oth_wrk_home, enrl_preschl_prog_4_yrs, f_0_4_yrs, internet_access_broadband_pc, f_tot, sa3_code_2011, f_15_19_yrs, hhold_type_lone_pers, p_60_64_yrs, f_med_age, f_65_69_yrs, p_65_69_yrs, mtw_1_meth_train_or_tram, oep_tech_trade_wrk_pc
492,null,null,null,1344,4.4,null,20106,null,1453,null,567,null,2500,1262,38,"2014",null,null,95,null,1390,1390,null,2926,2.2,13.2,null,37,2692,1008,null,null,1252,1531,1313,4440,null,1482,null,529,2723,1412,null,null,2984,null,-75,834,null,null,2448,null,41141,1058,2608,null,1186,14.2,null,888,1238,null,null,352,null,369,1502,null,null,1.8,2843,null,null,null,null,36,13.4,null,811,null,1371,2618,null,null,1447,1155.1,1059,2435,411,null,null,null,1197,null,2824,null,532,null,1431,null,1302,null,1497,"Bald Hills - Everton Park",1167,null,null,3000,292,null,11.4,686,220,159,66.0,null,null,null,4.6,null,null,null,1333,null,13.9,null,4365,19,1469,8.6,18.6,596,null,null,465,null,1479,null,1264,null,490,1305,null,21035,"30201",1248,null,2225,39,1029,2037,null,null
880,null,null,null,2315,5.3,null,34749,null,2214,null,1159,null,3807,1899,36,"2014",null,null,204,null,2157,2693,null,5370,2.8,12.9,null,35,4349,1288,null,null,1904,2770,2586,8336,null,3041,null,1026,5416,2864,null,null,6181,null,-170,1822,null,null,3632,null,71240,1520,4356,null,1733,16.9,null,1976,1893,null,null,612,null,733,3140,null,null,1.7,5885,null,null,null,null,58,12.1,null,1271,null,2089,4867,null,null,2760,2212.3,2039,3633,796,null,null,null,1740,null,4303,null,975,null,3021,null,2192,null,2242,"Chermside",1652,null,null,5474,604,null,9.6,971,508,372,66.8,null,null,null,5.4,null,null,null,2723,null,15.3,null,8166,41,2704,7.0,18.0,1372,null,null,1089,null,2610,null,2041,null,964,2281,null,36491,"30202",1903,null,3172,38,1428,2716,null,null
342,null,null,null,1004,5.3,null,19401,null,1145,null,442,null,2254,1024,35,"2014",null,null,107,null,1127,1481,null,3062,2.0,13.9,null,34,2399,696,null,null,1327,1514,1349,4384,null,1758,null,477,3087,1958,null,null,3644,null,-14,593,null,null,2098,null,38145,936,1988,null,1074,19.6,null,767,905,null,null,317,null,232,1886,null,null,1.7,3833,null,null,null,null,23,12.0,null,535,null,1050,2551,null,null,1455,439.4,784,1724,356,null,null,null,819,null,2195,null,562,null,1875,null,1272,null,1014,"Nundah",874,null,null,2915,277,null,10.2,479,243,149,71.6,null,null,null,3.6,null,null,null,1606,null,15.7,null,4370,8,1401,6.4,16.4,490,null,null,361,null,1607,null,984,null,453,1202,null,18744,"30203",927,null,1810,36,731,1427,null,null
690,null,null,null,1787,6.7,null,28400,null,2007,null,871,null,3550,1708,38,"2014",null,null,156,null,1976,2182,null,3730,2.2,12.5,null,37,3846,1265,null,null,1888,2250,2054,5574,null,2138,null,743,4251,2231,null,null,4038,null,299,1203,null,null,3354,null,58154,1395,3609,null,1646,14.6,null,1284,1700,null,null,588,null,482,1900,null,null,2.0,4432,null,null,null,null,34,13.5,null,1116,null,1990,3871,null,null,1835,1818.7,1561,3292,562,null,null,null,1592,null,3997,null,787,null,2201,null,1870,null,2084,"Sandgate",1601,null,null,4378,442,null,10.9,968,470,141,66.3,null,null,null,4.8,null,null,null,2069,null,14.8,null,5873,14,2128,8.2,18.5,842,null,null,721,null,1895,null,1822,null,710,1817,null,29754,"30204",1662,null,2996,39,1413,2678,null,null
552,null,null,null,1946,6.1,null,36479,null,2020,null,698,null,3577,1720,33,"2014",null,null,173,null,2313,2755,null,7794,1.6,15.6,null,33,4659,1103,null,null,1789,2589,2088,9284,null,4486,null,869,5865,4027,null,null,9038,null,-1128,1072,null,null,3384,null,72678,1450,3704,null,1664,22.9,null,1175,1683,null,null,516,null,419,4552,null,null,1.5,7639,null,null,null,null,55,12.0,null,815,null,2015,4165,null,null,3918,2646.3,1250,3267,665,null,null,null,1584,null,4035,null,1003,null,3612,null,2346,null,1555,"Holland Park - Yeronga",1439,null,null,5336,372,null,8.6,740,435,312,74.6,null,null,null,3.2,null,null,null,3110,null,15.4,null,8156,42,2747,5.3,15.3,803,null,null,653,null,3876,null,1758,null,817,2077,null,36199,"30302",1788,null,2889,33,1171,2274,null,null
825,null,null,null,2099,5.6,null,35049,null,2219,null,1005,null,4611,1956,35,"2014",null,null,185,null,2284,2412,null,6800,1.9,16.0,null,34,4388,1445,null,null,2267,2616,2279,7382,null,3130,null,1028,4807,2869,null,null,6447,null,-769,1343,null,null,3894,null,71408,1595,4115,null,1938,17.0,null,1343,2031,null,null,772,null,565,3317,null,null,1.7,5669,null,null,null,null,78,12.1,null,1190,null,2049,4496,null,null,3410,900.3,1830,3856,804,null,null,null,1825,null,4268,null,923,null,2800,null,2104,null,2212,"Mt Gravatt",1720,null,null,5051,424,null,10.1,1022,429,233,69.0,null,null,null,4.4,null,null,null,2395,null,13.8,null,6613,25,2435,7.2,17.5,919,null,null,778,null,3390,null,2016,null,947,2217,null,36359,"30303",2344,null,3315,36,1518,2963,null,null
437,null,null,null,1965,7.3,null,29664,null,1886,null,447,null,4264,1659,33,"2014",null,null,165,null,1932,2154,null,4660,1.0,15.0,null,32,3809,1047,null,null,2227,2198,2350,5907,null,2680,null,903,4418,2649,null,null,5290,null,-422,613,null,null,3214,null,59413,1231,3918,null,1555,18.0,null,606,1938,null,null,673,null,272,2610,null,null,2.1,5434,null,null,null,null,36,12.6,null,609,null,1819,4580,null,null,2194,697.3,884,3808,705,null,null,null,1870,null,3705,null,1009,null,2785,null,1877,null,1278,"Rocklea - Acacia Ridge",1377,null,null,4254,232,null,9.8,669,311,204,70.1,null,null,null,2.5,null,null,null,2264,null,14.6,null,5485,26,2056,5.6,20.7,374,null,null,341,null,2466,null,1953,null,865,2230,null,29749,"30305",2037,null,2608,33,1023,2070,null,null
228,null,null,null,585,4.6,null,9289,null,783,null,263,null,1101,768,44,"2014",null,null,68,null,715,612,null,766,1.3,10.1,null,44,1426,698,null,null,573,777,524,1758,null,359,null,250,1227,419,null,null,677,null,250,301,null,null,1510,null,18510,646,1178,null,742,8.2,null,245,690,null,null,174,null,135,318,null,null,2.0,847,null,null,null,null,35,15.7,null,385,null,697,941,null,null,374,22.4,491,1331,175,null,null,null,641,null,1480,null,189,null,428,null,711,null,842,"Gold Coast Hinterland",662,null,null,1529,107,null,15.2,457,88,70,64.1,null,null,null,4.3,null,null,null,615,null,14.9,null,2008,8,752,11.6,18.6,138,null,null,166,null,392,null,593,null,223,417,null,9221,"30904",528,null,1308,44,612,1310,null,null
370,null,null,null,1422,4.7,null,16274,null,1282,null,309,null,2545,1081,38,"2014",null,null,111,null,1352,1216,null,1821,1.0,13.0,null,38,2614,722,null,null,1282,1478,1108,3727,null,788,null,623,2228,836,null,null,1525,null,85,369,null,null,2129,null,33576,868,2785,null,1048,10.1,null,332,1339,null,null,494,null,164,737,null,null,2.0,1861,null,null,null,null,58,15.2,null,584,null,1194,2222,null,null,929,177.4,679,2671,500,null,null,null,1332,null,2476,null,407,null,1025,null,1262,null,1096,"Mudgeeraba - Tallebudgera",986,null,null,2841,143,null,11.9,512,121,121,65.2,null,null,null,3.1,null,null,null,1012,null,15.1,null,3812,6,1363,7.8,22.9,189,null,null,205,null,892,null,1363,null,566,1114,null,17302,"30905",1263,null,1854,39,806,1528,null,null
758,null,null,null,2470,5.1,null,33568,null,2417,null,737,null,5069,2023,37,"2014",null,null,282,null,2462,2381,null,4329,1.5,13.8,null,36,4840,1512,null,null,2565,2946,2417,7075,null,2225,null,1220,4609,2219,null,null,4344,null,303,956,null,null,3871,null,68295,1711,4784,null,1848,12.9,null,1013,2423,null,null,1052,null,454,2119,null,null,2.1,4500,null,null,null,null,125,14.0,null,1098,null,2285,4739,null,null,2250,554.6,1495,4659,900,null,null,null,2236,null,4702,null,965,null,2281,null,2378,null,2154,"Nerang",1772,null,null,5624,368,null,10.8,1056,335,145,66.4,null,null,null,3.6,null,null,null,2228,null,15.0,null,7378,20,2678,7.7,20.8,645,null,null,502,null,2079,null,2314,null,1092,2322,null,34727,"30906",2504,null,3483,38,1612,3124,null,null
955,null,null,null,5020,5.5,null,55255,null,3424,null,812,null,7461,2919,34,"2014",null,null,487,null,3787,4213,null,6712,0.8,12.8,null,34,7494,2148,null,null,3790,4706,4745,10188,null,3891,null,2091,8278,4068,null,null,7502,null,2954,1046,null,null,5746,null,111022,2507,9547,null,2827,14.5,null,902,4208,null,null,1661,null,527,3611,null,null,2.2,8623,null,null,null,null,155,12.9,null,1442,null,3439,9169,null,null,3356,214.2,1767,8396,1545,null,null,null,4188,null,6863,null,1748,null,4555,null,3707,null,2926,"Ormeau - Oxenford",2499,null,null,9164,340,null,9.7,1484,436,393,65.6,null,null,null,2.5,null,null,null,4065,null,15.7,null,13142,37,4458,6.6,24.4,562,null,null,519,null,3356,null,4527,null,1939,4424,null,55767,"30907",3671,null,5006,34,2272,4420,null,null
1701,null,null,null,6670,5.9,null,96112,null,6113,null,1779,null,14353,5377,33,"2014",null,null,518,null,6311,6510,null,16640,1.2,16.1,null,33,12448,3610,null,null,7404,7007,7107,12706,null,7710,null,2604,12811,7063,null,null,15377,null,-210,2392,null,null,10745,null,192107,4622,13236,null,5368,15.5,null,2380,6524,null,null,1736,null,1044,7667,null,null,2.0,14307,null,null,null,null,134,13.0,null,2546,null,6347,13998,null,null,8259,50.3,3480,12710,2032,null,null,null,6186,null,12460,null,2876,null,7244,null,6137,null,4983,"Townsville",4215,null,null,13837,899,null,10.2,2437,954,806,68.6,null,null,null,3.1,null,null,null,6301,null,13.9,null,12496,62,6830,6.3,20.8,1481,null,null,1348,null,8381,null,6566,null,2473,6891,null,95995,"31802",6949,null,8837,34,3503,7113,null,null
1812,null,null,null,2898,5.9,null,43678,null,3299,null,1863,null,5721,3177,44,"2014",null,null,234,null,2965,2336,null,4622,2.4,11.6,null,43,5654,3155,null,null,2916,2783,2611,5399,null,2321,null,1118,4423,2198,null,null,4448,null,-18,2401,null,null,6178,null,88930,2996,5583,null,3001,10.1,null,2107,2965,null,null,877,null,1109,2127,null,null,2.1,4499,null,null,null,null,57,13.4,null,2410,null,2963,5100,null,null,2309,23.5,3675,5731,853,null,null,null,2766,null,6262,null,1020,null,2301,null,2689,null,4894,"Bundaberg",3107,null,null,5345,792,null,13.8,2484,795,218,59.9,null,null,null,6.8,null,null,null,2087,null,11.0,null,5381,24,2562,12.5,18.5,1315,null,null,1292,null,2313,null,2685,null,1062,2489,null,45252,"31901",2805,null,6103,45,3029,6184,null,null
910,null,null,null,1745,6.4,null,25147,null,1756,null,791,null,3010,1787,44,"2014",null,null,163,null,1593,1314,null,2323,2.0,10.7,null,44,3202,1928,null,null,1499,1624,1639,3712,null,1125,null,625,2520,1094,null,null,2243,null,-182,1106,null,null,3572,null,49906,1859,3449,null,1785,9.1,null,1001,1840,null,null,337,null,559,1118,null,null,2.5,2315,null,null,null,null,43,13.4,null,1284,null,1711,3137,null,null,1187,1.6,1701,3558,432,null,null,null,1718,null,3467,null,585,null,1221,null,1609,null,2750,"Burnett",1841,null,null,3265,402,null,14.6,1466,456,272,59.3,null,null,null,5.6,null,null,null,1206,null,11.6,null,3530,17,1641,12.7,20.3,599,null,null,547,null,1136,null,1704,null,582,1498,null,24759,"31902",1511,null,3700,44,1659,3587,null,null
829,null,null,null,1708,5.9,null,24031,null,1857,null,827,null,3025,1764,44,"2014",null,null,97,null,1630,1278,null,2047,1.9,10.5,null,44,3102,1820,null,null,1552,1549,1570,3541,null,1071,null,602,2465,1152,null,null,2083,null,-2,1026,null,null,3554,null,48399,1698,3401,null,1790,9.4,null,927,1599,null,null,407,null,509,1012,null,null,2.3,2461,null,null,null,null,30,13.8,null,1210,null,1744,3066,null,null,994,6.9,1656,3217,476,null,null,null,1618,null,3601,null,525,null,1309,null,1472,null,2609,"Gympie - Cooloola",1781,null,null,3073,413,null,14.5,1399,416,176,59.7,null,null,null,5.5,null,null,null,1187,null,11.4,null,3539,19,1524,12.8,20.0,514,null,null,517,null,1053,null,1693,null,571,1496,null,24368,"31903",1473,null,3479,44,1787,3607,null,null
1329,null,null,null,1845,6.2,null,26929,null,2017,null,1303,null,3434,2042,46,"2014",null,null,124,null,1818,1521,null,2424,2.4,10.4,null,45,3406,2213,null,null,1721,1942,1656,4339,null,1144,null,668,2812,1154,null,null,2223,null,686,1676,null,null,3772,null,56350,1901,3551,null,1730,8.5,null,1372,1849,null,null,599,null,808,1079,null,null,2.2,2580,null,null,null,null,45,12.6,null,1872,null,1701,3210,null,null,1247,224.1,2632,3685,529,null,null,null,1836,null,3718,null,581,null,1426,null,1588,null,3695,"Hervey Bay",2124,null,null,3522,484,null,13.8,1823,530,64,56.6,null,null,null,7.6,null,null,null,1291,null,11.2,null,5025,4,1580,14.7,18.5,888,null,null,868,null,1177,null,1706,null,620,1554,null,29421,"31904",1713,null,4025,47,2400,4613,null,null
886,null,null,null,1426,6.2,null,22507,null,1616,null,824,null,2762,1750,45,"2014",null,null,168,null,1438,1224,null,1988,2.0,10.6,null,45,2766,1881,null,null,1387,1448,1309,3270,null,1077,null,496,2311,1137,null,null,2032,null,142,1084,null,null,3463,null,45012,1764,2841,null,1713,9.3,null,900,1522,null,null,344,null,506,955,null,null,2.2,2156,null,null,null,null,26,13.3,null,1187,null,1584,2479,null,null,992,6.7,1710,2946,303,null,null,null,1424,null,3200,null,444,null,1019,null,1328,null,2499,"Maryborough",1723,null,null,2800,362,null,15.4,1312,422,153,59.9,null,null,null,6.2,null,null,null,1087,null,11.4,null,3412,3,1352,13.5,18.4,538,null,null,578,null,996,null,1415,null,476,1170,null,22505,"31905",1375,null,3487,45,1707,3588,null,null
499,null,null,null,1220,5.9,null,17589,null,1294,null,510,null,2200,1235,42,"2014",null,null,200,null,1273,1025,null,1633,2.3,11.1,null,42,2498,1011,null,null,1182,1150,1102,1712,null,875,null,474,2043,943,null,null,1735,null,472,780,null,null,2593,null,34666,1236,2334,null,1358,10.5,null,793,1225,null,null,188,null,351,860,null,null,2.1,1904,null,null,null,null,81,14.7,null,702,null,1310,2090,null,null,752,12.2,1009,2347,263,null,null,null,1122,null,2604,null,356,null,961,null,1225,null,1382,"Barossa",1130,null,null,2341,297,null,14.3,680,273,263,63.2,null,null,null,5.2,null,null,null,1018,null,12.6,null,2184,23,1191,9.8,19.5,496,null,null,429,null,881,null,1114,null,395,988,null,17077,"40501",1018,null,2366,43,1003,2014,null,null
397,null,null,null,764,6.1,null,11517,null,834,null,391,null,1319,832,45,"2014",null,null,115,null,733,567,null,852,3.0,9.6,null,45,1531,803,null,null,681,734,769,1315,null,506,null,287,1107,554,null,null,1018,null,112,624,null,null,1680,null,22632,874,1511,null,848,9.4,null,682,792,null,null,179,null,306,512,null,null,2.6,1114,null,null,null,null,45,14.3,null,552,null,882,1374,null,null,377,1.6,788,1520,165,null,null,null,728,null,1716,null,237,null,560,null,798,null,1126,"Lower North",813,null,null,1452,230,null,14.9,574,212,103,59.5,null,null,null,6.2,null,null,null,540,null,11.3,null,1427,null,718,11.7,19.5,452,null,null,318,null,475,null,747,null,237,605,null,11115,"40502",638,null,1687,46,728,1531,null,null
511,null,null,null,861,6.3,null,13813,null,1032,null,558,null,1822,963,45,"2014",null,null,133,null,848,672,null,1246,3.0,11.2,null,44,1750,944,null,null,989,911,783,1393,null,651,null,351,1327,704,null,null,1301,null,-48,785,null,null,1998,null,27494,993,1680,null,1035,9.9,null,835,888,null,null,81,null,352,650,null,null,2.3,1417,null,null,null,null,77,13.9,null,729,null,1049,1531,null,null,575,1.9,1069,1758,219,null,null,null,870,null,2081,null,313,null,713,null,902,null,1427,"Mid North",897,null,null,1736,303,null,14.1,698,269,258,60.3,null,null,null,6.7,null,null,null,655,null,11.1,null,1345,14,825,11.9,18.1,532,null,null,433,null,671,null,819,null,277,748,null,13681,"40503",833,null,1890,45,897,1841,null,null
634,null,null,null,674,6.0,null,12518,null,896,null,605,null,1236,966,51,"2014",null,null,74,null,770,529,null,1054,3.3,9.2,null,51,1513,1166,null,null,628,696,655,1260,null,486,null,246,1063,570,null,null,1018,null,171,882,null,null,1901,null,25022,1094,1315,null,935,8.7,null,829,720,null,null,43,null,415,532,null,null,2.3,1152,null,null,null,null,43,13.3,null,847,null,928,1296,null,null,498,3.7,1239,1386,170,null,null,null,666,null,1824,null,237,null,582,null,743,null,1713,"Yorke Peninsula",1062,null,null,1248,316,null,16.2,866,276,199,56.6,null,null,null,8.5,null,null,null,534,null,9.2,null,1431,4,552,15.6,16.0,513,null,null,467,null,556,null,641,null,208,641,null,12504,"40504",608,null,2156,51,1031,2197,null,null
859,null,null,null,1904,6.1,null,29835,null,2040,null,942,null,3753,1898,40,"2014",null,null,375,null,1865,1655,null,3383,2.1,12.2,null,40,3973,1521,null,null,1974,1981,2043,2566,null,1900,null,791,3393,1739,null,null,3778,null,-115,1234,null,null,3911,null,58555,1887,3791,null,2013,12.3,null,1250,2002,null,null,101,null,557,1878,null,null,2.3,3414,null,null,null,null,133,14.0,null,1191,null,2180,3843,null,null,1621,0.3,1801,3872,400,null,null,null,1870,null,4220,null,789,null,1675,null,2108,null,2402,"Eyre Peninsula and South West",1652,null,null,3984,456,null,12.7,1211,456,679,63.8,null,null,null,5.2,null,null,null,1738,null,12.6,null,2451,15,2003,9.2,19.6,794,null,null,677,null,1762,null,1887,null,658,1800,null,28720,"40601",1779,null,3539,41,1493,3014,null,null
342,null,null,null,1022,7.2,null,16060,null,1008,null,279,null,1682,781,36,"2014",null,null,164,null,847,851,null,2146,1.3,13.0,null,37,1962,687,null,null,847,868,975,1992,null,1172,null,438,2002,1216,null,null,2616,null,-439,389,null,null,1854,null,29479,832,1951,null,1073,16.4,null,389,860,null,null,122,null,188,1444,null,null,2.1,2232,null,null,null,null,76,14.3,null,394,null,1233,2003,null,null,959,null,621,1603,265,null,null,null,743,null,2241,null,416,null,1016,null,1115,null,909,"Outback - North and East",734,null,null,2084,157,null,11.6,515,202,302,69.2,null,null,null,3.4,null,null,null,1151,null,13.9,null,1553,15,1216,7.3,18.9,232,null,null,201,null,1187,null,929,null,363,1028,null,13419,"40602",835,null,1566,35,542,1229,null,null
1248,null,null,null,1297,5.0,null,24194,null,1799,null,1271,null,2567,1911,52,"2014",null,null,236,null,1490,1111,null,1958,3.6,9.2,null,51,2790,2213,null,null,1306,1486,1189,2505,null,926,null,517,2256,987,null,null,1801,null,892,1863,null,null,3764,null,49287,2010,2464,null,1853,7.7,null,1782,1308,null,null,217,null,915,875,null,null,2.1,1972,null,null,null,null,99,12.7,null,1829,null,1649,2248,null,null,926,6.7,2519,2562,265,null,null,null,1254,null,3448,null,399,null,985,null,1300,null,3628,"Fleurieu - Kangaroo Island",2240,null,null,2833,721,null,16.3,1799,513,275,56.1,null,null,null,8.9,null,null,null,1145,null,10.3,null,3397,24,1347,16.7,14.8,1061,null,null,948,null,1032,null,1167,null,419,1059,null,25093,"40701",1261,null,4250,53,2369,4582,null,null
510,null,null,null,1644,5.1,null,24721,null,1732,null,619,null,3216,1554,37,"2014",null,null,158,null,1812,1949,null,3878,2.3,14.0,null,36,3465,999,null,null,1644,1933,1719,5472,null,1858,null,733,3804,1862,null,null,3743,null,-410,1001,null,null,2943,null,50644,1221,3125,null,1389,14.9,null,1174,1582,null,null,472,null,411,1885,null,null,1.7,3813,null,null,null,null,35,13.4,null,755,null,1579,3286,null,null,2062,1910.7,1129,2935,538,null,null,null,1353,null,3311,null,654,null,1951,null,1653,null,1431,"Carindale",1244,null,null,3849,360,null,10.7,676,295,236,68.1,null,null,null,4.2,null,null,null,1855,null,15.1,null,5062,25,1916,6.9,18.5,814,null,null,590,null,1816,null,1481,null,694,1567,null,25923,"30301",1572,null,2465,38,1077,2076,null,null
441,null,null,null,1291,4.8,null,19953,null,1149,null,562,null,2328,1022,35,"2014",null,null,128,null,1202,1518,null,3575,2.4,14.9,null,34,2466,743,null,null,1137,1461,1434,4717,null,1667,null,593,3004,1849,null,null,3515,null,-448,773,null,null,1964,null,39670,811,2517,null,942,17.4,null,940,972,null,null,391,null,303,1848,null,null,1.9,3369,null,null,null,null,60,12.0,null,613,null,1164,2693,null,null,1738,1621.4,1003,1900,442,null,null,null,928,null,2313,null,597,null,1520,null,1264,null,1153,"Nathan",844,null,null,3015,337,null,9.1,540,208,172,68.6,null,null,null,4.5,null,null,null,1486,null,15.2,null,4269,21,1554,6.7,17.9,603,null,null,470,null,1837,null,1226,null,531,1259,null,19717,"30304",1191,null,1655,36,744,1487,null,null
444,null,null,null,1505,4.5,null,25332,null,1478,null,545,null,3239,1471,33,"2014",null,null,141,null,1491,1741,null,5325,1.4,16.9,null,32,2885,1060,null,null,1632,1721,1654,5343,null,2331,null,712,3361,2261,null,null,5084,null,-818,673,null,null,2715,null,50549,1186,2981,null,1244,18.6,null,718,1372,null,null,590,null,297,2753,null,null,1.8,4302,null,null,null,null,64,11.6,null,728,null,1520,3223,null,null,2527,2278.4,989,2719,544,null,null,null,1347,null,2998,null,784,null,2041,null,1394,null,1464,"Sunnybank",1274,null,null,3349,228,null,10.2,736,206,104,70.7,null,null,null,3.3,null,null,null,1620,null,13.3,null,4525,19,1628,7.0,17.7,490,null,null,376,null,2798,null,1476,null,653,1569,null,25217,"30306",1607,null,2460,34,1004,2064,null,null
600,null,null,null,1860,4.8,null,23381,null,1821,null,612,null,3773,1551,40,"2014",null,null,106,null,1924,1547,null,3165,1.7,14.7,null,39,3642,1213,null,null,1893,2013,1322,3289,null,864,null,641,2873,1044,null,null,1821,null,33,754,null,null,3051,null,47326,1289,3422,null,1500,8.5,null,818,1923,null,null,350,null,366,957,null,null,1.7,2207,null,null,null,null,35,15.3,null,862,null,1789,2684,null,null,1528,356.8,1212,3637,511,null,null,null,1714,null,3610,null,412,null,1163,null,1718,null,1716,"Kenmore - Brookfield - Moggill",1412,null,null,3781,322,null,12.2,854,273,264,64.7,null,null,null,4.2,null,null,null,1326,null,14.1,null,3322,28,1768,8.8,20.6,496,null,null,388,null,1637,null,1562,null,605,1362,null,23945,"30402",1880,null,2701,41,1246,2459,null,null
391,null,null,null,1411,4.2,null,25681,null,1353,null,542,null,4410,1178,30,"2014",null,null,129,null,1306,1521,null,8529,1.8,24.9,null,29,2625,906,null,null,2202,1560,1288,5833,null,2776,null,547,3043,2028,null,null,5778,null,-627,741,null,null,2319,null,51895,1074,2726,null,1141,18.8,null,940,1210,null,null,269,null,313,3002,null,null,1.3,3989,null,null,null,null,30,10.0,null,654,null,1217,2409,null,null,4265,2438.7,933,2468,407,null,null,null,1258,null,2570,null,474,null,1961,null,1319,null,1255,"Sherwood - Indooroopilly",1139,null,null,3045,307,null,8.7,601,195,258,74.2,null,null,null,3.2,null,null,null,1522,null,11.7,null,5206,16,1485,6.1,14.7,633,null,null,428,null,4264,null,1315,null,513,1121,null,26214,"30403",2208,null,2213,30,996,1902,null,null
466,null,null,null,1850,5.5,null,25464,null,1622,null,593,null,3369,1444,36,"2014",null,null,167,null,1834,1987,null,4120,2.2,14.6,null,34,3560,983,null,null,1785,1980,1836,5466,null,1821,null,893,3797,1584,null,null,3694,null,90,907,null,null,2806,null,51331,1170,3445,null,1362,13.8,null,1124,1649,null,null,570,null,359,1873,null,null,1.9,3365,null,null,null,null,40,13.0,null,859,null,1496,3520,null,null,1773,530.2,1059,3230,697,null,null,null,1581,null,3118,null,636,null,1781,null,1726,null,1612,"The Gap - Enoggera",1252,null,null,4046,349,null,10.2,753,304,307,66.8,null,null,null,3.8,null,null,null,1810,null,15.3,null,5556,13,2066,7.3,19.9,775,null,null,548,null,2347,null,1595,null,853,1684,null,25867,"30404",1584,null,2422,38,1154,2137,null,null
